id_wikidata	article	subject	first_edit	days	avg_pv	avg_pv_prev	size	size_prev	notes	notes_prev	images	images_prev	references	references_prev	incipit_size	incipit_on_size	incipit_prev	issues	issues_prev	issue_sourceNeeded	issue_clarify	discussion_size	discussion_prev	all_visits	VdQ	galleria_su_Commons	pagina_su_commons	pagina_su_wikisource	linguistic_versions
Q1016	Libia	Geografia	2004-07-16	7474	966	468	74824	69453	53	47	28	28	0	0	1606	2.7326	1602	2	1	2	1	48617	46956	2024787	0	Libya	ليبيا		146
Q1019	Madagascar	Geografia	2005-02-26	7249	1017	547	62230	60807	34	31	22	22	0	0	3385	5.4532	3037	0	0	4	0	10042	10042	2067650	0	Madagascar	Madagasikara / Madagascar		149
Q101935	Ugonotti	Storia	2005-02-28	7247	305	128	21281	19643	5	4	3	3	0	0	845	3.9664	845	0	0	0	0	4192	4192	604969	0	Huguenots			66
Q101949	Mantello terrestre	Scienze	2004-02-19	7622	122	70	35170	34260	23	23	4	4	0	0	1569	4.4512	1551	0	0	0	0	6137	6137	332318	0	Structure of the Earth			65
Q101965	Esperimento	Fisica	2005-11-18	6984	31	18	14169	13713	18	18	7	6	0	0	952	6.6948	974	0	0	0	0	8892	8892	103859	0	Experiments			72
Q101998	Bioma	Biologia	2004-10-16	7382	235	128	22066	21978	18	18	5	5	0	0	2143	9.9704	2144	0	0	0	0	997	997	546226	0	Biomes			67
Q102083	Cavaliere	Storia	2019-03-30	2104	134	73	67137	66627	60	60	17	17	0	0	2822	4.2187	2803	0	0	0	0	2056	2056	247679	0	Knights			68
Q102192	Acqua dolce	Scienze	2006-05-23	6798	55	33	15427	15387	6	6	3	3	0	0	647	4.1997	792	0	0	0	0	3817	3817	204722	0	Freshwater			65
Q102205	Fluido	Fisica	2004-10-04	7394	67	37	5073	5038	4	4	1	1	0	0	573	5.3213	573	0	0	0	0	721	721	206832	0	Fluid			65
Q1022111	Limite notevole	Matematica	2005-11-09	6993	32	17	12417	12417	0	0	0	0	0	0	383	3.0845	383	1	1	0	0	3805	3805	180876	0				22
Q102416	Cenozoico	Storia	2007-01-15	6561	172	84	5316	5178	4	4	2	2	0	0	396	7.4492	451	0	0	0	0	3946	3946	322518	0	Cenozoic			69
Q1024999	Caccia (musica)	Letteratura italiana	2006-12-30	6577	10	6	3909	3909	1	1	0	0	0	0	275	7.0350	275	0	0	0	0	50	50	22714	0				9
Q102500	Simbolo chimico	Chimica	2005-10-29	7004	48	31	2433	2410	0	0	1	1	0	0	520	22.3935	1751	0	0	0	0	318	318	143004	0	Chemical symbols			65
Q102532	Dittongo	Grammatica italiana	2005-07-28	7097	76	39	12161	11322	2	2	0	0	0	0	1265	9.9763	1265	1	1	0	0	2260	2260	371764	0	Diphthongs			62
Q102585	Johann Gottlieb Fichte	Filosofia	2004-05-19	7532	177	92	54917	54658	25	25	7	7	0	0	355	1.2131	66	0	0	0	0	19289	19289	446308	0	Johann Gottlieb Fichte	Johann Gottlieb Fichte	Autore:Johann Gottlieb Fichte	65
Q10261	Pitagora	Filosofia	2003-02-07	7999	893	429	45648	44082	85	82	9	9	0	0	1390	3.4178	1390	0	0	2	0	37832	37832	1688835	0	Pythagoras		Autore:Pitagora	110
Q102761	Minimo comune multiplo	Matematica	2004-03-28	7584	162	100	7639	7588	1	1	1	1	0	0	971	12.7094	971	0	0	0	0	2233	2233	790395	0	Least common multiple			61
Q1028	Marocco	Geografia	2003-11-03	7730	1880	1463	89478	88380	72	74	41	40	0	0	5120	5.4529	4966	0	0	2	0	43984	43984	3464781	0	Morocco	ⴰⵎⵓⵔ ⵏ ⵡⴰⴽⵓⵛ / Morocco / المغرب		152
Q102851	Severino Boezio	Filosofia	2005-10-02	7031	193	91	51363	48973	22	17	11	11	0	0	2091	3.5775	1915	1	1	0	0	19324	18846	338698	0	Anicius Manlius Torquatus Severinus Boethius		Autore:Anicio Manlio Torquato Severino Boezio	60
Q10288	Partenone	Storia dell'arte	2005-02-05	7270	836	413	28324	28179	12	12	19	19	0	0	614	2.9123	754	1	1	0	0	6643	6343	1666783	0	Parthenon	Parthenon		89
Q1029676	Franco Sacchetti	Letteratura italiana	2006-03-16	6866	30	16	25475	25409	9	9	1	1	0	0	122	0.4669	122	0	0	0	0	3878	3878	57580	0	Franco Sacchetti	Autore:Franco Sacchetti		15
Q1029907	Stomaco	Biologia	2006-11-23	6614	208	98	40585	40569	1	1	1	1	0	0	862	2.1134	857	0	1	0	0	2098	2098	776677	0	Stomachs	Stomach		77
Q1031802	Camuni	Storia	2005-05-26	7160	162	87	22648	22570	22	22	6	6	0	0	1747	7.1525	1727	0	0	0	0	22939	22939	341277	0	Camunni			13
Q103184	Articolo (linguistica)	Grammatica italiana	2004-02-26	7615	45	25	18056	16833	15	13	1	1	0	0	906	3.8960	906	0	0	0	0	4141	4141	182896	0				69
Q103191	Omeostasi	Biologia	2006-01-27	6914	224	113	7855	7783	6	6	2	2	0	0	1028	13.0407	2074	0	0	0	0	38	38	762150	0	Homeostasis			71
Q1032	Niger	Geografia	2005-02-06	7269	866	219	45319	40185	48	36	10	10	0	0	2875	5.8512	2783	0	0	0	0	9088	7844	922507	0	Niger	Niger		144
Q1032190	Se una notte d'inverno un viaggiatore	Letteratura italiana	2006-02-02	6908	334	146	18750	18178	2	2	0	0	0	0	914	4.8710	914	0	0	0	0	883	883	555045	0				16
Q103230	Eteri	Chimica	2004-08-30	7429	104	60	6100	6060	1	1	1	1	0	0	2832	44.7573	2832	0	0	0	0	1217	1217	332019	0	Ethers			68
Q103237	Australopithecus	Storia	2004-10-30	7368	404	214	17982	18262	13	13	5	5	0	0	1068	4.3100	1073	0	0	1	0	15232	15232	798044	0	Australopithecus			69
Q1033	Nigeria	Geografia	2004-07-22	7468	1140	591	54919	49924	44	36	11	11	0	0	3077	5.5776	3064	1	1	0	0	12314	12314	2255218	0	Nigeria	Nigeria		150
Q103639	Oligopolio	Diritto e Economia	2005-01-21	7285	70	35	4406	4390	0	0	0	0	0	0	532	12.0226	537	0	0	0	0	2666	2666	241221	0	Oligopoly			55
Q1037499	Superficie della Luna	Scienze della Terra	2006-07-10	6750	55	26	2281	2281	0	0	2	2	0	0	729	31.9597	729	0	0	0	0	49	49	147810	0	Lunar soil			14
Q103983	Sistema eliocentrico	Scienze della Terra	2007-01-28	6548	228	118	11845	11601	8	6	4	4	0	0	981	5.8013	984	0	0	0	0	4685	4685	667208	0	Heliocentric model			69
Q104021	Fauna	Geografia	2003-09-17	7777	54	30	3540	3325	0	0	2	1	0	0	282	15.2216	273	1	0	0	0	1006	1006	209069	0	Animals			64
Q104057283	Rinascita dell'anno Mille	Storia	2007-03-01	6516	134	79	47413	47710	39	39	13	13	0	0	2481	6.5731	2626	0	0	0	0	2320	2320	424255	0				1
Q104083	Numero (linguistica)	Grammatica italiana	2005-07-05	7120	8	7	2386	2386	1	1	0	0	0	0	223	5.0597	223	1	1	0	0	83	83	29110	0				59
Q1041	Senegal	Geografia	2005-04-03	7213	725	454	54865	53511	26	23	20	19	0	0	5675	9.3462	6084	0	0	0	1	5441	5441	1489305	0	Senegal	Sénégal		141
Q1042024	Carlo Cattaneo	Storia	2005-06-02	7153	252	131	30975	28817	23	22	5	5	0	0	136	10.4350	258	0	0	0	0	14833	14840	448847	0	Carlo Cattaneo		Autore:Carlo Cattaneo	13
Q104394	Punto e virgola	Grammatica italiana	2006-08-18	6711	91	43	4103	4103	1	1	1	1	0	0	315	0.4340	315	0	0	0	0	49	49	351171	0	Semicolons			60
Q1045	Somalia	Geografia	2006-11-30	6607	700	375	89888	89580	92	92	36	36	0	0	7463	6.4975	7331	1	1	4	0	25481	25481	1347993	0	Somalia	Somalia		144
Q1045266	Struttura del Decameron	Letteratura italiana	2007-11-22	6250	220	96	57468	57416	3	3	1	1	0	0	1762	7.7982	1764	0	0	0	0	50	50	537773	0				7
Q1047682	Teatro dell'Asia e del Pacifico della prima guerra mondiale	Storia	2010-02-24	5425	130	7	10417	10381	1	1	2	2	0	0	770	3.0661	770	1	1	0	0	148	148	32289	0				21
Q1048	Gaio Giulio Cesare	Storia	2006-04-23	6828	2376	1221	165529	169443	236	235	59	58	0	0	5083	7.3236	5028	0	0	0	1	52412	51274	4886658	0	Julius Caesar	Gaius Iulius Caesar	Autore:Gaio Giulio Cesare	133
Q1048268	Integrazione europea	Cittadinanza e costituzione	2012-10-31	4445	51	29	7109	7102	6	6	1	1	0	0	333	3.1247	333	1	1	0	0	1120	1120	101680	0				38
Q104837	Fase (chimica)	Chimica	2004-10-29	7369	47	31	4100	4100	1	1	2	2	0	0	1082	4.8422	1082	0	0	0	0	6324	6324	166907	0	Phase (matter)			53
Q1048468	Fenici	Storia	2004-07-22	7468	693	356	76133	76124	48	48	20	20	0	0	3439	24.6545	3376	0	0	0	0	20755	20755	1543523	0	Phoenicia			35
Q104851	Firmware	Informatica	2003-02-28	7978	214	150	6697	6524	12	12	2	2	0	0	547	4.6308	552	0	0	0	0	521	521	629663	0	Firmware			56
Q104884	Caspar David Friedrich	Storia dell'arte	2005-08-08	7086	397	194	48113	47782	59	59	30	30	0	0	485	8.1666	484	0	0	0	0	5146	5146	862129	0	Caspar David Friedrich	Caspar David Friedrich		59
Q1049	Sudan	Geografia	2005-01-11	7295	842	548	72669	71782	38	36	21	21	0	0	6501	0.9952	6758	1	1	0	0	1850	1850	1145062	0	Sudan	السودان / Sudan		147
Q104946	Quantità di sostanza	Chimica	2005-09-06	7057	65	36	5081	5100	0	0	1	1	0	0	1206	8.1490	1206	0	0	0	0	1197	1197	200188	0				49
Q1049476	Costruttore (informatica)	Informatica	2006-04-21	6830	12	8	5944	5891	0	0	0	0	0	0	484	27.1321	484	1	1	0	0	286	286	45478	0				26
Q1049866	Ecologia della popolazione	Biologia	2006-03-18	6864	21	12	25109	25097	0	0	1	1	0	0	1762	8.1427	1762	1	1	1	0	1988	1988	58491	0	Population ecology			29
Q1050744	Pronome relativo	Grammatica italiana	2006-07-06	6754	149	68	6694	6658	1	1	0	0	0	0	797	6.0968	797	1	1	0	0	1694	390	616394	0				25
Q1051175	Complemento (linguistica)	Grammatica italiana	2005-10-03	7030	40	22	6856	6830	5	5	0	0	0	0	935	11.7899	935	0	0	0	0	2234	2234	230278	0				25
Q105210	Legge	Cittadinanza e costituzione	2003-01-17	8020	92	52	7951	7795	0	0	1	1	0	0	545	13.6783	544	1	1	0	0	7367	7367	329815	0				9
Q1052120	Campagna dell'Africa Orientale Italiana	Storia	2007-07-03	6392	165	82	134669	134478	162	162	27	27	0	0	4189	6.8071	4187	0	0	0	0	4774	2769	249297	0	East African campaign			26
Q105290	Prassitele	Storia dell'arte	2006-03-31	6851	92	48	15003	14903	15	15	6	5	0	0	623	3.1146	730	0	0	0	0	203	203	204177	0	Praxiteles	Praxiteles		47
Q1053185	Assemblea Costituente (Italia)	Cittadinanza e costituzione	2004-05-01	7550	643	415	34274	33934	43	42	7	7	0	0	543	4.0519	546	0	0	0	0	2447	2497	695950	0	Constituent Assembly of Italy		Autore:Assemblea Costituente della Repubblica Italiana	11
Q1053313	Gerusalemme liberata	Letteratura italiana	2006-12-04	6603	447	245	73082	72994	21	21	17	17	0	0	2440	1.5649	2381	0	0	0	0	1931	1931	998989	0	Gerusalemme liberata		Opera:Gerusalemme liberata	28
Q1053947	Codice civile (Italia)	Diritto e Economia	2005-04-26	7190	285	182	15609	15357	5	4	1	1	0	0	677	3.3338	630	0	0	0	0	3761	3761	199378	0			Codice civile	6
Q1054168	Consiglio Superiore della Magistratura	Diritto e Economia	2005-06-02	7153	144	269	31962	29741	16	13	2	2	0	0	442	4.0659	433	1	1	1	0	21812	16385	116938	0				6
Q1054254	Arte informale	Storia dell'arte	2005-06-22	7133	120	60	18719	7258	1	1	2	2	0	0	480	2.4105	4193	1	1	0	0	8345	2608	250099	0				25
Q1055609	Ruzante	Letteratura italiana	2005-02-28	7247	81	41	13671	12957	2	1	3	3	0	0	805	2.6185	805	0	0	2	0	2819	2819	170493	0	Ruzante		Autore:Angelo Beolco	14
Q1056761	Cifra significativa	Fisica	2005-09-16	7047	50	26	9731	9637	1	1	0	0	0	0	862	5.8832	863	1	1	0	0	785	785	177881	0				34
Q1057	Metabolismo	Biologia	2003-08-03	7822	265	153	98189	97319	140	139	9	9	0	0	903	8.8583	903	0	0	1	0	7612	7612	812294	0	Metabolism			89
Q105763	Saraceni	Storia	2005-06-15	7140	438	219	28101	27660	14	14	3	1	0	0	757	0.9049	514	0	0	0	0	1814	1814	901941	0	Saracens			52
Q1058748	Copia e incolla	Informatica	2004-05-15	7536	28	12	10432	10512	0	0	1	1	0	0	358	2.4761	388	0	0	0	1	1848	1848	206053	0	Cut, copy, and paste			27
Q1058842	Burchiello (poeta)	Letteratura italiana	2005-12-20	6952	21	12	10297	10302	6	6	2	2	0	0	298	3.4301	298	0	0	0	0	377	377	44861	0	Burchiello		Autore:Burchiello	7
Q1059	Sistema immunitario	Biologia	2006-11-23	6614	115	63	110031	109542	125	125	12	12	0	0	3407	2.8940	3407	0	0	0	0	9485	9485	717611	0	Immune system			87
Q105985	Potere giudiziario	Cittadinanza e costituzione	2005-07-11	7114	82	50	8800	8776	4	4	1	1	0	0	558	3.0960	558	1	1	0	0	57	57	378652	0	Judiciaries			74
Q106032	Epicentro	Scienze della Terra	2005-04-23	7193	31	19	2915	2925	4	4	1	1	0	0	536	6.3194	551	0	0	0	0	49	49	158974	0	Epicenters			59
Q10605893	Complemento predicativo dell'oggetto	#N/A	2006-09-03	6695	38	#N/A	2371	#N/A	1	#N/A	0	#N/A	0	0	246	11.5099	#N/A	0	#N/A	0	0	83	#N/A	155387	0				#N/A
Q106076717	Epistole	nan	2021-03-20	1383	16	19	1798	776	0	0	0	0	0	0	1547	18.0471	661	0	0	0	0	0	0	96950	0				???
Q1061030	Decreto dell'Alhambra	Storia	2009-08-17	5616	68	28	6813	6728	5	5	5	5	0	0	1028	10.1401	1059	0	0	0	1	36	36	102184	0	Alhambra Decree		330.54.00	31
Q1061693	La gaia scienza	Filosofia	2007-07-08	6387	105	54	13377	13371	12	12	2	2	0	0	1167	86.0400	1167	0	0	0	0	39	39	214263	0	The Gay Science			28
Q106227	Locus genico	Biologia	2005-12-10	6962	52	30	3070	3067	2	2	2	2	0	0	890	14.7141	890	0	0	0	0	1137	1137	181414	0	Locus (genetics)			46
Q1062677	Web 3.0	Informatica	2007-08-30	6334	89	75	9669	9648	2	2	0	0	0	0	978	8.7239	961	0	0	0	0	782	782	209323	0				17
Q1062932	Equazione esponenziale	Matematica	2006-03-14	6868	5	4	3695	3695	0	0	1	1	0	0	216	28.9997	216	0	0	0	0	40	40	41095	0				14
Q1063	Evoluzione	Biologia	2003-09-24	7770	220	129	74094	73741	50	50	6	6	0	0	1911	10.1389	1912	1	1	0	0	39390	39390	743676	0	Evolution			108
Q1063076	Terzo settore	Diritto e Economia	2006-08-28	6701	157	90	19941	19811	13	12	0	0	0	0	677	5.8457	677	2	2	0	0	1227	1227	506827	0				22
Q1064	Alessandro Manzoni	Letteratura italiana	2003-05-03	7914	1806	1080	162625	157435	292	283	42	40	0	0	2673	2.5986	2705	0	0	0	0	73562	62204	4527213	0	Alessandro Manzoni	Alessandro Manzoni	Autore:Alessandro Manzoni	56
Q1065	Organizzazione delle Nazioni Unite	Storia	2003-11-05	7728	2019	1046	134664	133518	208	205	24	24	0	0	5899	3.3908	5660	0	0	0	0	19836	19173	4787216	0	United Nations	United Nations – Nations Unies	Autore:Organizzazione delle Nazioni Unite	162
Q1065257	Teorema del confronto	Matematica	2006-11-27	6610	71	37	6967	7047	0	0	2	2	0	0	1052	0.9806	1061	0	0	0	0	40	40	199173	0	Squeeze theorem			29
Q1067	Dante Alighieri	Letteratura italiana	2003-06-08	7878	2963	1724	165409	162314	253	203	37	33	0	0	1944	4.5157	1811	0	0	0	0	49651	28811	7031475	0	Dante Alighieri	Dante Alighieri	Autore:Dante Alighieri	111
Q1068091	Punto materiale	Fisica	2005-01-09	7297	32	16	5656	5598	0	0	1	1	0	0	841	15.0998	841	0	0	0	0	1215	1215	106408	0	Point particle			34
Q1068675	Divisione dei polinomi	Matematica	2007-02-08	6537	38	37	18688	18690	3	3	0	0	0	0	1151	1.1469	1152	0	0	0	0	865	865	97773	0				24
Q1069090	Metodo di Gauss-Seidel	Informatica	2006-11-18	6619	21	12	3839	3810	0	0	0	0	0	0	236	14.8292	236	1	1	0	0	1354	1354	47266	0				25
Q10693	Tavola periodica degli elementi	Chimica	2003-09-06	7788	3814	1634	68989	66567	96	95	23	19	0	0	762	6.1410	759	0	0	0	0	23714	23316	6153921	0	Periodic table	Periodic table of elements		131
Q106997429	Invasioni barbariche del V secolo	Storia	2008-02-04	6176	138	77	157718	157502	182	182	25	24	0	0	593	6.1522	581	0	0	0	0	2967	2967	334267	0				1
Q1069998	Relazione d'ordine	Matematica	2004-11-08	7359	87	48	15320	15524	4	4	1	1	0	0	796	1.1724	794	0	0	0	0	4483	4483	220752	0				16
Q10701282	Tratta atlantica degli schiavi africani	Storia	2006-04-07	6844	289	167	30052	29816	38	38	4	4	0	0	2483	0.3750	2489	0	0	0	0	3771	3771	663591	0	Atlantic slave trade			39
Q1070421	Script	Informatica	2004-10-18	7380	51	33	19170	18952	0	0	8	8	0	0	464	4.9392	464	0	0	0	0	997	997	240447	0	Scripts (programs)			3
Q107047419	Ente territoriale (Italia)	Cittadinanza e costituzione	2010-11-24	5152	20	13	1958	1962	1	1	0	0	0	0	334	8.1722	334	0	0	0	0	57	57	74791	0				1
Q107099	Cenere vulcanica	Scienze della Terra	2005-11-03	6999	25	12	8089	8152	1	1	3	3	0	0	1388	2.4245	1388	0	0	0	0	256	256	66694	0	Volcanic ash	Volcanic ash		54
Q1071270	Integrazione per sostituzione	Matematica	2004-08-30	7429	32	16	8952	8981	2	2	0	0	0	0	414	17.0582	414	3	3	0	0	446	40	74029	0				27
Q1072140	Repubblica Romana (1849)	Storia	2007-01-23	6553	434	180	89009	88837	18	18	29	28	0	0	2545	17.1591	2545	0	0	2	0	37671	37671	670865	0	Roman Republic (1849)		Autore:Repubblica Romana (1849)	33
Q1072751	Arte mesopotamica	Storia dell'arte	2006-09-25	6673	29	18	9770	9148	5	5	1	1	0	0	503	4.5964	502	0	0	0	0	3473	3473	101622	0	Art of Mesopotamia			26
Q107342	Sillogismo	Filosofia	2005-05-04	7182	273	131	31648	31619	4	4	49	49	0	0	1612	2.8322	1612	1	1	0	0	7645	7645	911481	0	Syllogisms			55
Q1074	Pelle	Scienze	2005-06-29	7126	178	101	21791	21915	9	9	6	6	0	0	1279	5.1484	1279	0	0	0	0	4488	4488	804714	0	Skin			111
Q107410	Ipocentro	Scienze della Terra	2005-05-04	7182	39	24	4559	4559	6	6	1	1	0	0	372	5.6023	372	0	0	0	0	49	49	151376	0	Hypocenters			54
Q107425	Paesaggio	Geografia	2005-04-19	7197	65	35	31499	32402	5	5	11	11	0	0	1207	5.8772	1204	1	3	0	0	10805	10805	236929	0	Landscape (environment)	Landscape		63
Q10749030	Impresa di Fiume	Storia	2007-02-28	6517	545	301	51951	51946	31	31	9	9	0	0	1157	8.1597	1157	0	0	1	0	0	69683	1146160	0				6
Q10764194	Meno (matematica)	Matematica	2006-08-19	6710	16	10	2987	2987	0	0	2	2	0	0	349	3.8259	349	1	1	0	0	500	500	42018	0	Minus signs			20
Q107715	Grandezza fisica	Fisica	2004-04-15	7566	168	92	20393	20627	12	12	5	5	0	0	2219	2.2091	2219	0	0	0	0	7103	5467	567901	0	Physical quantities			59
Q1079788	Soluto	Chimica	2005-05-27	7159	27	16	3108	3056	2	2	1	1	0	0	869	11.6840	869	0	0	0	0	59	59	133098	0				12
Q1079958	Regole di derivazione	Matematica	2005-08-31	7063	46	25	16054	16310	0	0	0	0	0	0	327	11.2351	327	1	1	0	0	1073	1073	176766	0				26
Q10806	Attentati dell'11 settembre 2001	Storia	2003-02-28	7978	2985	1031	246907	242870	381	380	29	29	0	0	4481	27.9511	4490	0	0	0	0	91216	58498	5021320	0	September 11 attacks			100
Q1080711	Guerre ottomano-ungheresi	Storia	2010-08-13	5255	20	12	29285	29212	9	9	17	17	0	0	3102	2.0397	3102	0	0	0	0	36	36	35732	0	Ottoman–Hungarian Wars			16
Q10811	Reptilia	Biologia	2003-07-12	7844	242	130	19440	19617	7	7	23	23	0	0	1766	1.8101	1632	0	0	0	0	1869	1869	588704	0	Reptilia	Reptilia		111
Q1081300	Delio Tessa	Letteratura italiana	2006-07-07	6753	11	6	11578	11303	6	4	1	1	0	0	2	10.5841	2	1	1	0	0	1377	1377	24906	0				3
Q108376	Stratosfera	Scienze della Terra	2006-08-13	6716	98	56	2199	2184	0	0	1	1	0	0	299	9.0319	299	1	1	0	0	49	49	261343	0				76
Q1084	Sostantivo	Grammatica italiana	2005-12-26	6946	110	70	8716	8724	2	2	0	0	0	0	580	0.0144	581	1	1	0	0	3411	3411	637359	0	Nouns			104
Q10858537	Scala di riduzione	Geografia	2009-07-16	5648	88	48	4931	4903	0	0	4	4	0	0	578	13.6967	578	0	0	0	0	0	0	208993	0	Scales (ratio)			16
Q10859	Guerra civile spagnola	Storia	2004-02-28	7613	1071	573	281370	282254	290	289	105	111	0	0	8370	6.6705	8253	0	0	0	0	64843	60822	2131131	0	Spanish Civil War	Spanish Civil War		83
Q10872	Archaea	Scienze	2005-12-17	6955	196	108	14130	14038	4	4	1	1	0	0	1656	11.7313	1658	1	1	8	0	2892	2052	435425	0	Archaea			88
Q10876	Bacteria	Biologia	2004-05-04	7547	290	141	31135	30797	3	3	2	2	0	0	1420	3.0139	1420	1	1	0	0	2545	2545	998571	0	Bacteria			117
Q10892	Protista	Biologia	2004-05-04	7547	260	140	10237	10229	6	6	1	1	0	0	3056	11.7197	3037	0	0	0	0	1425	1425	656823	0	Protista			84
Q10908	Amphibia	Biologia	2003-07-12	7844	268	133	15116	14742	5	4	2	2	0	0	1088	4.6385	1087	0	0	0	0	1273	1273	657204	0	Amphibia			111
Q1091461	Overloading	Informatica	2005-08-29	7065	15	11	6413	6309	0	0	0	0	0	0	976	30.5971	1078	1	1	0	0	41	41	52344	0				18
Q1092339	Pietro Giordani	Letteratura italiana	2005-09-05	7058	50	27	17854	16795	5	3	2	2	0	0	510	7.3260	453	0	0	0	0	950	950	177146	0	Pietro Giordani		Autore:Pietro Giordani	7
Q1092462	Le Rime	Letteratura italiana	2006-12-04	6603	63	29	10000	8587	1	1	1	1	0	0	1043	15.2191	519	1	1	0	0	50	50	170203	0			Rime (Dante)	8
Q10925	Ordine alfabetico	Grammatica italiana	2002-12-01	8067	607	294	6346	6905	0	0	0	0	0	0	960	2.7545	960	2	2	0	0	1668	1668	1391521	0				29
Q109251	Guerre sannitiche	Storia	2005-09-27	7036	163	87	23372	23332	47	47	14	14	0	0	613	4.2618	613	0	0	0	0	2005	2005	354039	0	Samnite Wars			40
Q1092661	Brughiera	Geografia	2007-02-09	6536	183	84	6651	6568	0	0	3	3	0	0	854	7.4349	854	1	1	0	0	1123	1123	397973	0	Moorlands, bogs and swamps			20
Q109376672	Architettura greca classica	#N/A	2007-04-01	6485	21	#N/A	9600	#N/A	0	#N/A	5	#N/A	0	0	639	2.3740	#N/A	0	#N/A	0	0	1187	#N/A	57799	0				#N/A
Q1094061	Complemento di termine	Grammatica italiana	2005-11-13	6989	51	35	1986	1990	2	2	0	0	0	0	451	12.7710	451	1	1	0	0	83	83	527772	0				13
Q1094598	Secretum	Letteratura italiana	2007-01-17	6559	78	42	4875	4768	1	1	1	1	0	0	246	6.6563	246	0	0	0	0	521	521	244125	0	Secretum			5
Q1094908	I Trionfi	Letteratura italiana	2007-01-17	6559	65	34	5781	5308	1	1	5	4	0	0	801	22.7090	779	0	0	0	0	50	50	148818	0	I Trionfi	Petrarch's triumphs	Opera:Trionfi	8
Q10955875	Criteri di congruenza dei triangoli	Matematica	2005-04-26	7190	87	51	8570	8526	3	3	0	0	0	0	404	5.0317	404	0	0	0	0	7655	7655	405682	0	Congruent triangles			7
Q1100446	Accento distintivo sui monosillabi	Grammatica italiana	2005-07-20	7105	36	21	37654	37599	21	21	0	0	0	0	2311	13.8870	2311	0	0	0	0	9203	9203	134591	0				5
Q1101896	Trapassato remoto	Grammatica italiana	2006-12-17	6590	49	22	12263	12264	9	9	0	0	0	0	812	4.6933	813	0	0	0	0	12130	12130	200779	0				3
Q11019	Macchina	Tecnologia	2005-10-02	7031	103	51	16549	16414	1	1	4	4	0	0	933	6.1363	940	1	0	0	0	3312	1126	232497	0	Machines			107
Q11030584	Entscheidungsproblem	Informatica	2007-04-10	6476	39	20	2018	2018	2	2	0	0	0	0	780	6.5669	780	1	1	0	0	2508	2508	76193	0				18
Q11033	Mezzo di comunicazione di massa	Letteratura italiana	2004-03-18	7594	261	166	53765	52042	37	34	3	3	0	0	2789	5.0924	2922	1	1	8	1	32696	31240	681072	0	Mass media			89
Q11053	RNA	Biologia	2003-08-02	7823	314	187	47847	47106	73	73	8	8	0	0	1507	38.3440	1458	0	0	0	0	15175	15175	1207638	0	RNA	RNA		90
