id_wikidata	article	subject	first_edit	days	avg_pv	avg_pv_prev	size	size_prev	notes	notes_prev	images	images_prev	references	references_prev	incipit_size	incipit_on_size	incipit_prev	issues	issues_prev	issue_sourceNeeded	issue_clarify	discussion_size	discussion_prev	all_visits	VdQ	galleria_su_Commons	pagina_su_commons	pagina_su_wikisource	linguistic_versions
Q101998	Bioma	Biologia	2004-10-16	7765	73	235	22266	22066	18	18	5	5	0	0	997	4.4777	997	0	0	0	0	2220	2143	572960	0	Biomes			67
Q102083	Cavaliere	Storia	2019-03-30	2488	44	134	67177	67137	60	60	17	17	0	0	2056	3.0606	2056	0	0	0	0	2834	2822	263647	0	Knights			68
Q102192	Acqua dolce	Scienze	2006-05-23	7183	16	55	15406	15427	6	6	3	3	0	0	3817	24.7761	3817	0	0	0	0	647	647	210604	0	Freshwater			65
Q102205	Fluido	Fisica	2004-10-04	7780	24	67	15579	5073	21	4	3	1	0	0	721	4.6280	721	0	0	0	0	829	573	215662	0	Fluid			65
Q1022111	Limite notevole	Matematica	2005-11-09	7380	10	32	12417	12417	0	0	0	0	0	0	3805	30.6435	3805	1	1	0	0	383	383	184420	0				22
Q102416	Cenozoico	Storia	2007-01-15	6949	69	172	5316	5316	4	4	2	2	0	0	3946	74.2287	3946	0	0	0	0	396	396	347690	0	Cenozoic			69
Q1024999	Caccia (musica)	Letteratura italiana	2006-12-30	6966	3	10	3909	3909	1	1	0	0	0	0	50	1.2791	50	0	0	0	0	275	275	23979	0				9
Q102500	Simbolo chimico	Chimica	2005-10-29	7394	9	48	2465	2433	0	0	1	1	0	0	318	12.9006	318	0	0	0	0	552	520	146332	0	Chemical symbols			65
Q102532	Dittongo	Grammatica italiana	2005-07-28	7488	26	76	12670	12161	2	2	0	0	0	0	2260	17.8374	2260	1	1	0	0	1264	1265	381282	0	Diphthongs			62
Q102585	Johann Gottlieb Fichte	Filosofia	2004-05-19	7924	66	177	58939	54917	29	25	7	7	0	0	19289	32.7271	19289	0	0	0	0	715	355	470494	0	Johann Gottlieb Fichte	Johann Gottlieb Fichte	Autore:Johann Gottlieb Fichte	65
Q10261	Pitagora	Filosofia	2003-02-07	8392	331	893	41255	45648	76	85	7	9	0	0	37832	91.7028	37832	0	0	2	0	1410	1390	1809599	0	Pythagoras		Autore:Pitagora	110
Q102761	Minimo comune multiplo	Matematica	2004-03-28	7978	63	162	7640	7639	1	1	1	1	0	0	2233	29.2277	2233	0	0	0	0	971	971	813231	0	Least common multiple			61
Q1028	Marocco	Geografia	2003-11-03	8125	667	1880	91346	89478	75	72	42	41	0	0	43984	48.1510	43984	0	0	1	0	4981	5120	3708400	0	Morocco	ⴰⵎⵓⵔ ⵏ ⵡⴰⴽⵓⵛ / Morocco / المغرب		152
Q102851	Severino Boezio	Filosofia	2005-10-02	7427	80	193	52522	51363	25	22	11	11	0	0	19324	36.7922	19324	1	1	0	0	1879	2091	367921	0	Anicius Manlius Torquatus Severinus Boethius		Autore:Anicio Manlio Torquato Severino Boezio	60
Q10288	Partenone	Storia dell'arte	2005-02-05	7667	303	836	56278	28324	92	12	19	19	0	0	6643	11.8039	6643	0	1	0	0	1639	614	1777319	0	Parthenon	Parthenon		89
Q1029676	Franco Sacchetti	Letteratura italiana	2006-03-16	7264	13	30	26127	25475	9	9	1	1	0	0	3878	14.8429	3878	0	0	0	0	122	122	62187	0	Franco Sacchetti	Autore:Franco Sacchetti		15
Q1029907	Stomaco	Biologia	2006-11-23	7013	63	208	40740	40585	1	1	1	1	0	0	2098	5.1497	2098	0	0	0	0	861	862	799594	0	Stomachs	Stomach		77
Q1031802	Camuni	Storia	2005-05-26	7560	63	162	24425	22648	24	22	6	6	0	0	22939	93.9161	22939	0	0	0	0	1747	1747	364241	0	Camunni			13
Q103184	Articolo (linguistica)	Grammatica italiana	2004-02-26	8016	17	45	18660	18056	15	15	1	1	0	0	4141	22.1919	4141	0	0	0	0	727	906	189146	0				69
Q103191	Omeostasi	Biologia	2006-01-27	7316	77	224	7883	7855	6	6	3	2	0	0	38	0.4820	38	0	0	0	0	1028	1028	790228	0	Homeostasis			71
Q1032	Niger	Geografia	2005-02-06	7672	196	866	49204	45319	49	48	10	10	0	0	9088	18.4700	9088	0	0	0	0	2879	2875	994128	0	Niger	Niger		144
Q1032190	Se una notte d'inverno un viaggiatore	Letteratura italiana	2006-02-02	7312	122	334	18764	18750	2	2	0	0	0	0	883	4.7058	883	0	0	0	0	914	914	599629	0				16
Q103230	Eteri	Chimica	2004-08-30	7834	30	104	6180	6100	1	1	1	1	0	0	1217	19.6926	1217	0	0	0	0	2766	2832	343151	0	Ethers			68
Q103237	Australopithecus	Storia	2004-10-30	7774	167	404	23341	17982	22	13	5	5	0	0	15232	65.2586	15232	0	0	0	0	1006	1068	858929	0	Australopithecus			69
Q1033	Nigeria	Geografia	2004-07-22	7875	463	1140	54414	54919	45	44	11	11	0	0	12314	22.6302	12314	1	1	0	0	3035	3077	2424154	0	Nigeria	Nigeria		150
Q103639	Oligopolio	Diritto e Economia	2005-01-21	7693	16	70	4425	4406	0	0	0	0	0	0	2666	60.2486	2666	0	0	0	0	532	532	247109	0	Oligopoly			55
Q1037499	Superficie della Luna	Scienze della Terra	2006-07-10	7159	18	55	2281	2281	0	0	2	2	0	0	49	2.1482	49	0	0	0	0	729	729	154513	0	Lunar soil			14
Q103983	Sistema eliocentrico	Scienze della Terra	2007-01-28	6958	68	228	16910	11845	20	8	4	4	0	0	4685	27.7055	4685	0	0	0	0	981	981	691923	0	Heliocentric model			69
Q104021	Fauna	Geografia	2003-09-17	8188	47	54	4106	3540	0	0	3	2	0	0	1006	24.5007	1006	1	1	0	0	625	282	226333	0	Animals			64
Q104053	Fenotipo	#N/A	2005-07-11	7526	59	#N/A	14529	#N/A	0	#N/A	4	#N/A	0	0	2666	18.3495	#N/A	0	#N/A	0	0	955	#N/A	566745	0	Phenotypes			#N/A
Q104057283	Rinascita dell'anno Mille	Storia	2007-03-01	6929	36	134	47453	47413	38	39	13	13	0	0	2320	4.8890	2320	0	0	0	0	2401	2481	437519	0				1
Q104083	Numero (linguistica)	Grammatica italiana	2005-07-05	7534	3	8	2386	2386	1	1	0	0	0	0	83	3.4786	83	1	1	0	0	223	223	30090	0				59
Q1041	Senegal	Geografia	2005-04-03	7628	307	725	56483	54865	30	26	22	20	0	0	5441	9.6330	5441	0	0	0	1	5894	5675	1601178	0	Senegal	Sénégal		141
Q1042024	Carlo Cattaneo	Storia	2005-06-02	7569	97	252	31336	30975	23	23	5	5	0	0	14833	47.3353	14833	0	0	0	0	136	136	484208	0	Carlo Cattaneo		Autore:Carlo Cattaneo	13
Q104394	Punto e virgola	Grammatica italiana	2006-08-18	7128	33	91	4848	4103	2	1	1	1	0	0	49	1.0107	49	0	0	0	0	315	315	363096	0	Semicolons			60
Q1045	Somalia	Geografia	2006-11-30	7025	313	700	90239	89888	95	92	35	36	0	0	25481	28.2372	25481	2	1	4	0	7037	7463	1462305	0	Somalia	Somalia		144
Q1045266	Struttura del Decameron	Letteratura italiana	2007-11-22	6669	84	220	57468	57468	3	3	1	1	0	0	50	0.0870	50	0	0	0	0	1762	1762	568443	0				7
Q1047682	Teatro dell'Asia e del Pacifico della prima guerra mondiale	Storia	2010-02-24	5845	400	130	10514	10417	1	1	2	2	0	0	148	1.4076	148	1	1	0	0	770	770	33874					21
Q1048	Gaio Giulio Cesare	Storia	2006-04-23	7249	899	2376	167024	165529	238	236	59	59	0	0	52412	31.3799	52412	0	0	0	0	5219	5083	5214627	0	Julius Caesar	Gaius Iulius Caesar	Autore:Gaio Giulio Cesare	133
Q1048268	Integrazione europea	Cittadinanza e costituzione	2012-10-31	4867	18	51	6877	7109	6	6	1	1	0	0	1120	16.2862	1120	1	1	0	0	333	333	108266	0				38
Q104837	Fase (chimica)	Chimica	2004-10-29	7792	10	47	4125	4100	1	1	2	2	0	0	6324	153.3091	6324	0	0	0	0	1017	1082	170617	0	Phase (matter)			53
Q1048468	Fenici	Storia	2004-07-22	7892	231	693	76467	76133	48	48	20	20	0	0	20755	27.1424	20755	0	0	4	0	3541	3439	1628013	0	Phoenicia			35
Q104851	Firmware	Informatica	2003-02-28	8403	48	214	6698	6697	12	12	2	2	0	0	521	7.7784	521	0	0	0	0	547	547	647059	0	Firmware			56
Q104884	Caspar David Friedrich	Storia dell'arte	2005-08-08	7512	148	397	48733	48113	59	59	33	30	0	0	5146	10.5596	5146	0	0	0	0	485	485	916280	0	Caspar David Friedrich	Caspar David Friedrich		59
Q1049	Sudan	Geografia	2005-01-11	7722	339	842	74770	72669	38	38	23	21	0	0	1850	2.4743	1850	1	1	0	0	6093	6501	1268877	0	Sudan	السودان / Sudan		147
Q104946	Quantità di sostanza	Chimica	2005-09-06	7485	18	65	5558	5081	1	0	1	1	0	0	1197	21.5365	1197	1	0	0	0	1508	1206	206665	0				49
Q1049476	Costruttore (informatica)	Informatica	2006-04-21	7259	2	12	5944	5944	0	0	0	0	0	0	286	4.8116	286	1	1	0	0	484	484	46242	0				26
Q1049866	Ecologia della popolazione	Biologia	2006-03-18	7294	4	21	25587	25109	0	0	2	1	0	0	1988	7.7696	1988	0	1	1	0	1560	1762	60016	0	Population ecology			29
Q1050744	Pronome relativo	Grammatica italiana	2006-07-06	7185	41	149	6760	6694	1	1	0	0	0	0	1694	25.0592	1694	1	1	0	0	797	797	631434	0				25
Q1051175	Complemento (linguistica)	Grammatica italiana	2005-10-03	7462	16	40	6821	6856	5	5	0	0	0	0	2234	32.7518	2234	0	0	0	0	933	935	236118	0				25
Q105210	Legge	Cittadinanza e costituzione	2003-01-17	8453	29	92	8021	7951	0	0	1	1	0	0	7367	91.8464	7367	1	1	0	0	546	545	340495	0				9
Q1052120	Campagna dell'Africa Orientale Italiana	Storia	2007-07-03	6826	64	165	135200	134669	163	162	27	27	0	0	4774	3.5311	4774	0	0	0	0	4211	4189	272495	0	East African campaign			26
Q105290	Prassitele	Storia dell'arte	2006-03-31	7286	35	92	14956	15003	15	15	6	6	0	0	203	1.3573	203	0	0	0	0	606	623	217030	0	Praxiteles	Praxiteles		47
Q1053185	Assemblea Costituente (Italia)	Cittadinanza e costituzione	2004-05-01	7986	207	643	35145	34274	43	43	8	7	0	0	2447	6.9626	2447	0	0	0	0	550	543	771396	0	Constituent Assembly of Italy		Autore:Assemblea Costituente della Repubblica Italiana	11
Q1053313	Gerusalemme liberata	Letteratura italiana	2006-12-04	7040	161	447	73220	73082	21	21	17	17	0	0	1931	2.6373	1931	0	0	0	0	2441	2440	1057690	0	Gerusalemme liberata		Opera:Gerusalemme liberata	28
Q1053947	Codice civile (Italia)	Diritto e Economia	2005-04-26	7628	76	285	16749	15609	6	5	2	1	0	0	3761	22.4551	3761	1	0	0	0	681	677	227123	0			Codice civile	6
Q1054168	Consiglio Superiore della Magistratura	Diritto e Economia	2005-06-02	7592	149	144	32068	31962	15	16	3	2	0	0	21812	68.0180	21812	1	1	0	0	773	442	171324	0				6
Q1054254	Arte informale	Storia dell'arte	2005-06-22	7573	39	120	18713	18719	1	1	2	2	0	0	8345	44.5947	8345	1	1	0	1	490	480	264455	0				25
Q1055609	Ruzante	Letteratura italiana	2005-02-28	7688	32	81	13683	13671	2	2	3	3	0	0	2819	20.6022	2819	0	0	2	0	805	805	182143	0	Ruzante		Autore:Angelo Beolco	14
Q1056761	Cifra significativa	Fisica	2005-09-16	7489	18	50	9731	9731	1	1	0	0	0	0	785	8.0670	785	1	1	0	0	862	862	184486	0				34
Q1057	Metabolismo	Biologia	2003-08-03	8265	95	265	99901	98189	141	140	10	9	0	0	7612	7.6195	7612	0	0	1	0	904	903	846879	0	Metabolism			89
Q105763	Saraceni	Storia	2005-06-15	7584	167	438	31340	28101	15	14	5	3	0	0	1814	5.7881	1814	0	0	0	0	776	757	962728	0	Saracens			52
Q1058748	Copia e incolla	Informatica	2004-05-15	7981	7	28	10437	10432	0	0	1	1	0	0	1848	17.7062	1848	0	0	0	1	358	358	208617	0	Cut, copy, and paste			27
Q1058842	Burchiello (poeta)	Letteratura italiana	2005-12-20	7398	8	21	10297	10297	6	6	2	2	0	0	377	3.6613	377	0	0	0	0	298	298	47807	0	Burchiello		Autore:Burchiello	7
Q1059	Sistema immunitario	Biologia	2006-11-23	7061	40	115	110046	110031	125	125	12	12	0	0	9485	8.6191	9485	0	0	0	0	3407	3407	732241	0	Immune system			87
Q105985	Potere giudiziario	Cittadinanza e costituzione	2005-07-11	7562	25	82	8830	8800	4	4	1	1	0	0	57	0.6455	57	1	1	0	0	558	558	387680	0	Judiciaries			74
Q106016	Genotipo	#N/A	2005-07-11	7563	18	#N/A	12537	#N/A	3	#N/A	6	#N/A	0	0	2115	16.8701	#N/A	1	#N/A	0	0	1443	#N/A	314802	0	Genotypes			#N/A
Q106032	Epicentro	Scienze della Terra	2005-04-23	7643	11	31	2970	2915	4	4	1	1	0	0	49	1.6498	49	0	0	0	0	536	536	162841	0	Epicenters			59
Q10605893	Complemento predicativo dell'oggetto	#N/A	2006-09-03	7146	11	38	2426	2371	1	1	0	0	0	0	83	3.4213	83	0	0	0	0	246	246	159445	0				#N/A
Q106076717	Epistole	nan	2021-03-20	1835	1	16	1798	1798	0	0	0	0	0	0	0	0.0000	0	0	0	0	0	1547	1547	97183	0				???
Q1061030	Decreto dell'Alhambra	Storia	2009-08-17	6069	33	68	6769	6813	5	5	5	5	0	0	36	0.5318	36	0	0	0	0	996	1028	114302	0	Alhambra Decree		330.54.00	31
Q1061693	La gaia scienza	Filosofia	2007-07-08	6841	39	105	13377	13377	12	12	2	2	0	0	39	0.2915	39	0	0	0	0	1167	1167	228492	0	The Gay Science			28
Q106227	Locus genico	Biologia	2005-12-10	7417	11	52	3069	3070	2	2	2	2	0	0	1137	37.0479	1137	0	0	0	0	890	890	185542	0	Locus (genetics)			46
Q1062677	Web 3.0	Informatica	2007-08-30	6790	15	89	9646	9669	2	2	0	0	0	0	782	8.1070	782	0	0	0	0	978	978	214646	0				17
Q1062932	Equazione esponenziale	Matematica	2006-03-14	7325	2	5	3695	3695	0	0	1	1	0	0	40	1.0825	40	0	0	0	0	216	216	41689	0				14
Q1063	Evoluzione	Biologia	2003-09-24	8228	63	220	73694	74094	48	50	6	6	0	0	39390	53.4508	39390	1	1	0	0	1915	1911	766739	0	Evolution			108
Q1063076	Terzo settore	Diritto e Economia	2006-08-28	7160	71	157	19966	19941	13	13	0	0	0	0	1227	6.1454	1227	2	2	0	0	677	677	532780	0				22
Q1064	Alessandro Manzoni	Letteratura italiana	2003-05-03	8374	556	1806	163172	162625	300	292	46	42	0	0	73562	45.0825	73562	0	0	0	0	1600	2673	4730157	0	Alessandro Manzoni	Alessandro Manzoni	Autore:Alessandro Manzoni	56
Q1065	Organizzazione delle Nazioni Unite	Storia	2003-11-05	8189	734	2019	135550	134664	208	208	24	24	0	0	19836	14.6337	19836	0	0	0	0	6121	5899	5054949	0	United Nations	United Nations – Nations Unies	Autore:Organizzazione delle Nazioni Unite	162
Q1065257	Teorema del confronto	Matematica	2006-11-27	7072	35	71	6967	6967	0	0	2	2	0	0	40	0.5741	40	0	0	0	0	1052	1052	212084	0	Squeeze theorem			29
Q1067	Dante Alighieri	Letteratura italiana	2003-06-08	8341	981	2963	162964	165409	257	253	38	37	0	0	49651	30.4675	49651	0	0	0	0	1869	1944	7389651	0	Dante Alighieri	Dante Alighieri	Autore:Dante Alighieri	111
Q1068091	Punto materiale	Fisica	2005-01-09	7761	9	32	5678	5656	0	0	1	1	0	0	1215	21.3984	1215	1	0	0	0	842	841	109668	0	Point particle			34
Q1068675	Divisione dei polinomi	Matematica	2007-02-08	7002	7	38	18743	18688	3	3	0	0	0	0	865	4.6151	865	0	0	0	0	1151	1151	100402	0				24
Q1069090	Metodo di Gauss-Seidel	Informatica	2006-11-18	7085	6	21	3836	3839	0	0	0	0	0	0	1354	35.2972	1354	1	1	0	0	236	236	49481	0				25
Q10693	Tavola periodica degli elementi	Chimica	2003-09-06	8255	1709	3814	70625	68989	97	96	23	23	0	0	23714	33.5773	23714	0	0	0	0	828	762	6777664	0	Periodic table	Periodic table of elements		131
Q106997429	Invasioni barbariche del V secolo	Storia	2008-02-04	6644	39	138	158122	157718	182	182	25	25	0	0	2967	1.8764	2967	0	0	0	0	593	593	348365	0				1
Q1069998	Relazione d'ordine	Matematica	2004-11-08	7828	22	87	16116	15320	5	4	1	1	0	0	4483	27.8171	4483	0	0	0	0	796	796	228917	0				16
Q10701282	Tratta atlantica degli schiavi africani	Storia	2006-04-07	7314	104	289	30053	30052	38	38	4	4	0	0	3771	12.5478	3771	0	0	0	0	2456	2483	701676	0	Atlantic slave trade			39
Q1070421	Script	Informatica	2004-10-18	7851	14	51	19179	19170	0	0	8	8	0	0	997	5.1984	997	0	0	0	0	465	464	245651	0	Scripts (programs)			3
Q107047419	Ente territoriale (Italia)	Cittadinanza e costituzione	2010-11-24	5624	6	20	1958	1958	1	1	0	0	0	0	57	2.9111	57	0	0	0	0	334	334	76817	0				1
Q107099	Cenere vulcanica	Scienze della Terra	2005-11-03	7472	6	25	8089	8089	1	1	3	3	0	0	256	3.1648	256	0	0	0	0	1388	1388	68980	0	Volcanic ash	Volcanic ash		54
Q1071270	Integrazione per sostituzione	Matematica	2004-08-30	7903	12	32	9007	8952	2	2	0	0	0	0	446	4.9517	446	3	3	0	0	414	414	78494	0				27
Q1072140	Repubblica Romana (1849)	Storia	2007-01-23	7028	168	434	89541	89009	19	18	29	29	0	0	37671	42.0712	37671	0	0	2	0	2536	2545	732042	0	Roman Republic (1849)		Autore:Repubblica Romana (1849)	33
Q1072751	Arte mesopotamica	Storia dell'arte	2006-09-25	7149	9	29	9770	9770	5	5	1	1	0	0	3473	35.5476	3473	0	0	0	0	503	503	104739	0	Art of Mesopotamia			26
Q107342	Sillogismo	Filosofia	2005-05-04	7659	89	273	31826	31648	4	4	49	49	0	0	7645	24.0212	7645	1	1	0	0	1783	1612	943974	0	Syllogisms			55
Q1074	Pelle	Scienze	2005-06-29	7604	54	178	21796	21791	9	9	6	6	0	0	4488	20.5909	4488	0	0	0	0	1281	1279	824589	0	Skin			111
Q107410	Ipocentro	Scienze della Terra	2005-05-04	7661	10	39	4559	4559	6	6	1	1	0	0	49	1.0748	49	0	0	0	0	372	372	155050	0	Hypocenters			54
Q107425	Paesaggio	Geografia	2005-04-19	7677	19	65	31548	31499	5	5	11	11	0	0	10805	34.2494	10805	1	1	0	0	1207	1207	243722	0	Landscape (environment)	Landscape		63
Q10749030	Impresa di Fiume	Storia	2007-02-28	6998	475	545	52374	51951	31	31	9	9	0	0	69683	133.0488	0	0	0	1	0	1157	1157	1319452	0				6
Q10764194	Meno (matematica)	Matematica	2006-08-19	7192	5	16	2987	2987	0	0	2	2	0	0	500	16.7392	500	1	1	0	0	349	349	44007	0	Minus signs			20
Q107715	Grandezza fisica	Fisica	2004-04-15	8049	56	168	20525	20393	12	12	5	5	0	0	7103	34.6066	7103	0	0	0	0	2306	2219	588447	0	Physical quantities			59
Q1079788	Soluto	Chimica	2005-05-27	7643	8	27	3109	3108	2	2	1	1	0	0	59	1.8977	59	0	0	0	0	869	869	136192	0				12
Q1079958	Regole di derivazione	Matematica	2005-08-31	7548	13	46	16032	16054	0	0	0	0	0	0	1073	6.6929	1073	1	1	0	0	327	327	181368	0				26
Q10806	Attentati dell'11 settembre 2001	Storia	2003-02-28	8464	1217	2985	248659	246907	381	381	28	29	0	0	91216	36.6832	91216	0	0	0	0	4501	4481	5465456	0	September 11 attacks			100
Q1080711	Guerre ottomano-ungheresi	Storia	2010-08-13	5742	7	20	29308	29285	9	9	17	17	0	0	36	0.1228	36	0	0	0	0	3102	3102	38463	0	Ottoman–Hungarian Wars			16
Q10811	Reptilia	Biologia	2003-07-12	8332	122	242	19420	19440	7	7	23	23	0	0	1869	9.6241	1869	0	0	0	0	1754	1766	633288	0	Reptilia	Reptilia		111
Q1081300	Delio Tessa	Letteratura italiana	2006-07-07	7242	5	11	13930	11578	6	6	1	1	0	0	1377	9.8851	1377	1	1	0	0	2	2	26802	0				3
Q108376	Stratosfera	Scienze della Terra	2006-08-13	7206	36	98	2183	2199	0	0	1	1	0	0	49	2.2446	49	1	1	0	0	299	299	274324	0				76
Q1084	Sostantivo	Grammatica italiana	2005-12-26	7437	31	110	8695	8716	2	2	0	0	0	0	3411	39.2294	3411	1	1	0	0	580	580	648544	0	Nouns			104
Q10858537	Scala di riduzione	Geografia	2009-07-16	6140	28	88	4927	4931	0	0	4	4	0	0	0	0.0000	0	0	0	0	0	578	578	219047	0	Scales (ratio)			16
Q10859	Guerra civile spagnola	Storia	2004-02-28	8106	403	1071	281562	281370	291	290	103	105	0	0	64843	23.0297	64843	0	0	0	0	8486	8370	2278171	0	Spanish Civil War	Spanish Civil War		83
Q10872	Archaea	Scienze	2005-12-17	7449	92	196	14130	14130	4	4	1	1	0	0	2892	20.4671	2892	1	1	8	0	1656	1656	469122	0	Archaea			88
Q10876	Bacteria	Biologia	2004-05-04	8042	111	290	31174	31135	3	3	2	2	0	0	2545	8.1639	2545	1	1	0	0	1446	1420	1038932	0	Bacteria			117
Q10892	Protista	Biologia	2004-05-04	8043	97	260	10367	10237	6	6	1	1	0	0	1425	13.7455	1425	0	0	0	0	3172	3056	692130	0	Protista			84
Q10908	Amphibia	Biologia	2003-07-12	8341	120	268	15288	15116	5	5	2	2	0	0	1273	8.3268	1273	0	0	0	0	1120	1088	700836	0	Amphibia			111
Q1091461	Overloading	Informatica	2005-08-29	7563	4	15	6413	6413	0	0	0	0	0	0	41	0.6393	41	1	1	0	0	976	976	53723	0				18
Q1092339	Pietro Giordani	Letteratura italiana	2005-09-05	7557	222	50	18515	17854	6	5	2	2	0	0	950	5.1310	950	0	0	0	0	510	510	258108	0	Pietro Giordani		Autore:Pietro Giordani	7
Q1092462	Le Rime	Letteratura italiana	2006-12-04	7103	26	63	12436	10000	2	1	1	1	0	0	50	0.4021	50	1	1	1	0	530	1043	179858	0			Rime (Dante)	8
Q10925	Ordine alfabetico	Grammatica italiana	2002-12-01	8568	87	607	5649	6346	0	0	0	0	0	0	1668	29.5273	1668	1	2	0	0	420	960	1423439	0				29
Q109251	Guerre sannitiche	Storia	2005-09-27	7538	58	163	25821	23372	53	47	14	14	0	0	2005	7.7650	2005	0	0	0	0	613	613	375330	0	Samnite Wars			40
Q1092661	Brughiera	Geografia	2007-02-09	7039	80	183	6687	6651	0	0	3	3	0	0	1123	16.7938	1123	1	1	0	0	854	854	427195	0	Moorlands, bogs and swamps			20
Q109376672	Architettura greca classica	#N/A	2007-04-01	6989	5	21	9600	9600	0	0	5	5	0	0	1187	12.3646	1187	0	0	0	0	639	639	59778	0				#N/A
Q1094061	Complemento di termine	Grammatica italiana	2005-11-13	7494	11	51	1986	1986	2	2	0	0	0	0	83	4.1793	83	1	1	0	0	451	451	531869	0				13
Q1094598	Secretum	Letteratura italiana	2007-01-17	7065	34	78	4889	4875	1	1	1	1	0	0	521	10.6566	521	0	0	0	0	246	246	256442	0	Secretum			5
Q1094908	I Trionfi	Letteratura italiana	2007-01-17	7066	26	65	5768	5781	1	1	5	5	0	0	50	0.8669	50	0	0	0	0	801	801	158439	0	I Trionfi	Petrarch's triumphs	Opera:Trionfi	8
Q10955875	Criteri di congruenza dei triangoli	Matematica	2005-04-26	7698	31	87	8608	8570	3	3	0	0	0	0	7655	88.9289	7655	0	0	0	0	404	404	416891	0	Congruent triangles			7
Q1100446	Accento distintivo sui monosillabi	Grammatica italiana	2005-07-20	7614	9	36	37661	37654	21	21	0	0	0	0	9203	24.4364	9203	0	0	0	0	2311	2311	137716	0				5
Q1101896	Trapassato remoto	Grammatica italiana	2006-12-17	7100	19	49	12365	12263	9	9	0	0	0	0	12130	98.0995	12130	0	0	0	0	812	812	207888	0				3
Q11019	Macchina	Tecnologia	2005-10-02	7542	28	103	17418	16549	3	1	5	4	0	0	3312	19.0148	3312	1	1	0	0	887	933	242633	0	Machines			107
Q11030584	Entscheidungsproblem	Informatica	2007-04-10	6988	14	39	2029	2018	2	2	0	0	0	0	2508	123.6077	2508	1	1	0	0	778	780	81311	0				18
