ISTAT	Titolo	lat	lon	RipartizioneN	Ripartizione	Regione	Provincia	Capoluogo	Sigla	Popolazione	pDim	svg	jpg	png	gif	tif	mAltri	nNum	bDim	bNum	mNum	mSezioni	mDim	mImm	qTipo	aNum	C	Correggere	Curiosità	D	E	F	NN	Organizzare	P	Recentismo	S	Senza fonte	Tmp	W
87005	Aci Sant'Antonio	37.6	15.11666667	5	Isole	Sicilia	Catania	0	CT	18163	12,733	10	5	2	0	0	0	14	0	0	1	Monumenti e luoghi d'interesse	962	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
87004	Acireale	37.6125	15.16555556	5	Isole	Sicilia	Catania	0	CT	51876	67,567	13	23	4	0	0	0	39	1,552	14	1	Monumenti e luoghi d'interesse	15,063	11	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0
60001	Acquafondata	41.55	13.95	3	Centro	Lazio	Frosinone	0	FR	274	57,487	10	26	3	0	0	0	64	473	5	1	Monumenti e luoghi d'interesse	14,715	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78001	Acquaformosa	39.71666667	16.1	4	Sud	Calabria	Cosenza	0	CS	1064	7,894	14	0	4	0	0	0	2	335	1	1	Monumenti e luoghi d'interesse	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17001	Acquafredda	45.30697	10.41343	1	Nord-ovest	Lombardia	Brescia	0	BS	1504	3,523	11	2	2	0	0	0	2	0	0	0		0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0
41001	Acqualagna	43.6167	12.6712	3	Centro	Marche	Pesaro e Urbino	0	PU	4292	14,873	9	4	3	0	0	0	10	2,207	23	1	Monumenti e luoghi d'interesse	3,038	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
19001	Acquanegra Cremonese	45.16666667	9.883333333	1	Nord-ovest	Lombardia	Cremona	0	CR	1163	3,268	10	1	3	0	0	0	0	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
20001	Acquanegra sul Chiese	45.16666667	10.43333333	1	Nord-ovest	Lombardia	Mantova	0	MN	2815	11,614	10	2	2	0	0	0	6	3,751	26	1	Monumenti e luoghi d'interesse	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56001	Acquapendente	42.74472222	11.865	3	Centro	Lazio	Viterbo	0	VT	5397	24,438	13	13	2	0	0	0	4	0	0	1	Monumenti e luoghi d'interesse	3,062	3	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
78002	Acquappesa	39.493425	15.95412222	4	Sud	Calabria	Cosenza	0	CS	1803	5,649	9	1	3	0	0	0	4	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102001	Acquaro	38.55583333	16.18805556	4	Sud	Calabria	Vibo Valentia	0	VV	2048	4,838	9	3	3	0	0	0	2	0	0	1	Monumenti e luoghi d'interesse	526	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
44001	Acquasanta Terme	42.7692	13.40945	3	Centro	Marche	Ascoli Piceno	0	AP	2635	18,243	7	12	3	0	0	0	9	1,014	4	1	Monumenti e luoghi d'interesse	1,766	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55001	Acquasparta	42.68333333	12.55	3	Centro	Umbria	Terni	0	TR	4611	4,785	9	2	1	0	0	0	1	0	0	1	Monumenti e luoghi d'interesse	555	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
70001	Acquaviva Collecroce	41.86666667	14.75	4	Sud	Molise	Campobasso	0	CB	605	19,768	7	0	3	0	0	0	10	1,644	15	1	Monumenti	8,194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94001	Acquaviva d'Isernia	41.66666667	14.15	4	Sud	Molise	Isernia	0	IS	400	5,609	11	2	2	0	0	0	2	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
72001	Acquaviva delle Fonti	40.9	16.85	4	Sud	Puglia	Bari	0	BA	20446	34,926	11	6	3	0	0	0	28	0	0	2	Monumenti e luoghi d'interesse|Musei	8,696	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
44002	Acquaviva Picena	42.94471111	13.81355	3	Centro	Marche	Ascoli Piceno	0	AP	3701	9,897	9	11	3	0	0	0	2	0	0	1	Monumenti e luoghi d'interesse	1,434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85001	Acquaviva Platani	37.56666667	13.7	5	Isole	Sicilia	Caltanissetta	0	CL	918	12,778	8	0	3	0	0	0	5	154	0	1	Monumenti e luoghi d'interesse	3,301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83107	Acquedolci	38.05	14.58333333	5	Isole	Sicilia	Messina	0	ME	5577	27,833	12	4	2	0	0	0	18	0	0	1	Monumenti e luoghi d'interesse	4,821	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
6001	Acqui Terme	44.67611111	8.468611111	1	Nord-ovest	Piemonte	Alessandria	0	AL	19732	31,151	10	11	3	0	0	0	19	641	5	1	Monumenti e luoghi d'interesse	9,318	7	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
78003	Acri (Italia)	39.5	16.38333333	4	Sud	Calabria	Cosenza	0	CS	19949	18,814	11	6	3	0	0	0	9	3,118	25	2	Monumenti e luoghi d'interesse|Musei e Biblioteche	4,534	4	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0
60002	Acuto (Italia)	41.79192778	13.17331667	3	Centro	Lazio	Frosinone	0	FR	1882	7,456	7	2	2	0	0	0	5	0	0	1	Monumenti e luoghi d'interesse	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72002	Adelfia	41	16.86666667	4	Sud	Puglia	Bari	0	BA	16865	23,337	11	0	2	0	0	0	18	0	0	1	Monumenti e luoghi d'interesse	3,236	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
87006	Adrano	37.6625	14.83555556	5	Isole	Sicilia	Catania	0	CT	35211	66,240	17	22	1	0	0	0	130	2,069	13	1	Monumenti e luoghi d'interesse	1,839	3	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0
16001	Adrara San Martino	45.7	9.95	1	Nord-ovest	Lombardia	Bergamo	0	BG	2191	8,733	8	3	3	0	0	0	5	0	0	1	Monumenti e luoghi di interesse	2,223	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
16002	Adrara San Rocco	45.71416667	9.958333333	1	Nord-ovest	Lombardia	Bergamo	0	BG	812	10,474	8	3	3	0	0	0	5	0	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
29001	Adria	45.05	12.05	2	Nord-est	Veneto	Rovigo	0	RO	19159	49,202	16	10	6	0	0	0	21	1,126	6	2	Monumenti e luoghi d'interesse|Musei, Biblioteche e Archivi	25,507	4	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0
17002	Adro	45.6179	9.9625	1	Nord-ovest	Lombardia	Brescia	0	BS	7251	13,427	11	4	2	0	0	0	28	206	1	1	Monumenti e luoghi d'interesse	2,399	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
23001	Affi	45.55	10.76666667	2	Nord-est	Veneto	Verona	0	VR	2366	11,513	9	2	4	0	0	0	11	0	0	1	Luoghi d'interesse	2,727	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
58001	Affile	41.885	13.09611111	3	Centro	Lazio	Roma	0	RM	1463	15,340	9	1	2	0	0	0	13	0	0	1	Monumenti e luoghi d'interesse	8,472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63002	Afragola	40.91666667	14.31666667	4	Sud	Campania	Napoli	0	NA	64354	57,980	12	3	3	0	0	0	144	3,460	16	1	Monumenti e luoghi d'interesse	15,503	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0
80001	Africo	38.05067	16.1332	4	Sud	Calabria	Reggio Calabria	0	RC	2899	24,927	10	0	1	0	0	0	60	366	3	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
33001	Agazzano	44.95	9.516666667	2	Nord-est	Emilia-Romagna	Piacenza	0	PC	2002	16,511	9	3	2	0	0	0	37	956	7	1	Monumenti e luoghi d'interesse	5,479	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63003	Agerola	40.63333333	14.55	4	Sud	Campania	Napoli	0	NA	7743	8,488	8	1	3	0	0	0	10	0	0	1	Monumenti e luoghi d'interesse	620	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
90001	Aggius	40.929483	9.0644288	5	Isole	Sardegna	Sassari	0	SS	1438	13,572	9	5	2	0	0	0	16	767	2	1	Monumenti e luoghi d'interesse	753	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86001	Agira	37.65	14.51666667	5	Isole	Sicilia	Enna	0	EN	8017	13,944	10	1	2	0	0	0	21	0	0	1	Monumenti e luoghi d'interesse	1,577	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
47002	Agliana	43.9	11	3	Centro	Toscana	Pistoia	0	PT	18207	25,167	12	6	3	0	0	0	4	138	1	1	Monumenti e luoghi d'interesse	9,530	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5001	Agliano Terme	44.79111111	8.251388889	1	Nord-ovest	Piemonte	Asti	0	AT	1578	9,717	10	1	1	0	0	0	8	73	1	1	Monumenti e luoghi d'interesse	1,827	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1001	Agliè	45.36666667	7.766666667	1	Nord-ovest	Piemonte	Torino	0	TO	2638	20,370	9	14	3	0	0	0	19	837	7	2	Il Castello ducale e la chiesa parrocchiale|Architetture	3,399	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90062	Aglientu	41.0788336	9.1129446	5	Isole	Sardegna	Sassari	0	SS	1193	7,811	8	2	2	0	0	0	7	767	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28002	Agna	45.16666667	11.96666667	2	Nord-est	Veneto	Padova	0	PD	3213	3,600	10	1	3	0	0	0	6	0	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
19002	Agnadello	45.45	9.566666667	1	Nord-ovest	Lombardia	Cremona	0	CR	3917	29,685	9	1	3	0	0	0	9	96	1	1	Monumenti e luoghi d'interesse	7,997	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
80002	Agnana Calabra	38.3	16.21666667	4	Sud	Calabria	Reggio Calabria	0	RC	498	2,860	11	0	2	0	0	0	0	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
94002	Agnone	41.8104	14.3785	4	Sud	Molise	Isernia	0	IS	4901	37,956	12	9	4	0	0	0	31	357	4	1	Monumenti e luoghi d'interesse	18,780	4	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
17003	Agnosine	45.65	10.35	1	Nord-ovest	Lombardia	Brescia	0	BS	1665	7,034	6	1	2	0	0	0	10	0	0	1	Monumenti e luoghi d'interesse	1,018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25001	Agordo	46.28222222	12.03444444	2	Nord-est	Veneto	Belluno	0	BL	4080	17,587	10	8	4	0	0	0	7	0	0	1	Monumenti e luoghi d'interesse	1,149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58002	Agosta	41.9825	13.03361111	3	Centro	Lazio	Roma	0	RM	1738	13,593	9	1	2	0	0	0	6	0	0	1	Monumenti e luoghi d'interesse	3,417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12001	Agra (Italia)	46.0349	8.7716	1	Nord-ovest	Lombardia	Varese	0	VA	408	3,949	8	3	2	0	0	0	2	0	0	0		0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0
108001	Agrate Brianza	45.57833333	9.352222222	1	Nord-ovest	Lombardia	Monza e della Brianza	0	MB	15605	16,015	10	2	2	0	0	0	6	0	0	1	Monumenti e luoghi d'interesse	3,600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3001	Agrate Conturbia	45.67638889	8.552222222	1	Nord-ovest	Piemonte	Novara	0	NO	1572	10,201	8	3	2	0	0	0	9	74	1	1	Monumenti e luoghi d'interesse	3,567	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
84001	Agrigento	37.311075	13.57654722	5	Isole	Sicilia	Agrigento	1	AG	58273	97,333	21	25	3	0	1	1	12	1,434	10	1	Monumenti e luoghi d'interesse	56,258	18	0	3	0	0	0	0	0	0	1	1	0	0	0	1	0	0
65002	Agropoli	40.35833333	14.98333333	4	Sud	Campania	Salerno	0	SA	21983	46,719	11	23	2	1	0	0	50	0	0	2	Monumenti e luoghi d'interesse|Musei	12,448	13	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
42001	Agugliano	43.54343889	13.38600556	3	Centro	Marche	Ancona	0	AN	4791	10,264	10	0	3	0	0	0	6	0	0	1	Monumenti e luoghi d'interesse	1,296	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
24001	Agugliaro	45.33333333	11.58333333	2	Nord-est	Veneto	Vicenza	0	VI	1392	12,029	6	11	5	0	0	0	13	1,164	9	1	Monumenti e luoghi d'interesse	3,654	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108002	Aicurzio	45.63333333	9.416666667	1	Nord-ovest	Lombardia	Monza e della Brianza	0	MB	2125	7,910	8	2	1	0	0	0	3	0	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
95002	Aidomaggiore	40.17194444	8.856944444	5	Isole	Sardegna	Oristano	0	OR	414	6,126	9	2	2	0	0	0	5	473	2	1	Monumenti e luoghi d'interesse	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86002	Aidone	37.41666667	14.45	5	Isole	Sicilia	Enna	0	EN	4674	75,511	13	30	1	0	0	0	12	1,872	18	1	Monumenti e luoghi d'interesse	30,279	9	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0
66002	Aielli	42.08146	13.59113	4	Sud	Abruzzo	L'Aquila	0	AQ	1469	27,246	10	12	2	0	0	0	55	487	3	3	Monumenti e luoghi d'interesse|Musei|Arte	11,201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78004	Aiello Calabro	39.11666667	16.16666667	4	Sud	Calabria	Cosenza	0	CS	1607	11,021	7	2	3	0	0	0	4	0	0	1	Monumenti e luoghi d'interesse	562	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30001	Aiello del Friuli	45.86666667	13.36666667	2	Nord-est	Friuli-Venezia Giulia	Udine	0	UD	2211	17,622	13	2	2	0	0	0	15	0	0	2	Monumenti e luoghi d'interesse|Musei	3,527	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64001	Aiello del Sabato	40.89	14.82166667	4	Sud	Campania	Avellino	0	AV	4034	6,053	7	2	3	0	0	0	1	86	1	1	Monumenti e luoghi d'interesse	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78005	Aieta	39.93333333	15.81666667	4	Sud	Calabria	Cosenza	0	CS	767	6,175	10	2	3	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61001	Ailano	41.38333333	14.2	4	Sud	Campania	Caserta	0	CE	1333	10,005	8	1	3	0	0	0	17	177	1	1	Monumenti e luoghi d'interesse	1,251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96001	Ailoche	45.69972222	8.222222222	1	Nord-ovest	Piemonte	Biella	0	BI	328	5,557	9	5	0	0	0	0	0	0	0	1	Monumenti	555	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1002	Airasca	44.91666667	7.483333333	1	Nord-ovest	Piemonte	Torino	0	TO	3696	11,997	11	7	3	0	0	0	9	0	0	1	Gli edifici storici	551	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
62001	Airola	41.05871	14.55924	4	Sud	Campania	Benevento	0	BN	8204	16,289	12	4	3	0	0	0	6	90	1	1	Monumenti e luoghi d'interesse	7,779	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
8001	Airole	43.87188333	7.553377778	1	Nord-ovest	Liguria	Imperia	0	IM	370	31,232	13	9	5	0	0	0	81	139	1	2	Monumenti e luoghi d'interesse|Musei	6,158	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97002	Airuno	45.75	9.416666667	1	Nord-ovest	Lombardia	Lecco	0	LC	2802	3,806	8	2	3	0	0	0	2	0	0	1	Monumenti e luoghi d'interesse	87	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4002	Aisone	44.31666667	7.216666667	1	Nord-ovest	Piemonte	Cuneo	0	CN	216	8,631	8	4	4	0	0	0	14	70	1	1	Monumenti e luoghi d'interesse	303	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
22001	Ala (Italia)	45.75	11	2	Nord-est	Trentino-Alto Adige/Südtirol	Trento	0	TN	8808	16,659	9	8	3	0	0	0	11	631	5	1	Monumenti e luoghi d'interesse	4,445	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90002	Alà dei Sardi	40.6513736	9.3292379	5	Isole	Sardegna	Sassari	0	SS	1832	41,378	11	6	2	0	0	0	2	975	4	1	Monumenti e luoghi d'interesse	3,489	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
1003	Ala di Stura	45.31666667	7.3	1	Nord-ovest	Piemonte	Torino	0	TO	453	10,843	8	3	3	0	0	0	2	0	0	1	Monumenti e luoghi d'interesse	217	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18001	Alagna	45.16666667	8.883333333	1	Nord-ovest	Lombardia	Pavia	0	PV	818	3,935	9	1	3	0	0	0	2	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2002	Alagna Valsesia	45.85388889	7.937222222	1	Nord-ovest	Piemonte	Vercelli	0	VC	727	31,400	9	30	2	0	0	0	12	910	5	1	Monumenti e luoghi d'interesse	2,770	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68002	Alanno	42.3	13.96666667	4	Sud	Abruzzo	Pescara	0	PE	3458	12,823	9	7	3	0	0	0	8	0	0	1	Monumenti e luoghi d'interesse	5,576	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25002	Alano di Piave	45.90722222	11.90777778	2	Nord-est	Veneto	Belluno	0	BL	2761	11,382	10	2	4	0	0	0	16	0	0	1	Monumenti e luoghi d'interesse	1,764	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
9001	Alassio	44.00791667	8.173044444	1	Nord-ovest	Liguria	Savona	0	SV	10652	37,302	11	15	5	0	0	0	44	0	0	3	Monumenti e luoghi d'interesse|Arte|Musei	9,283	4	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
60003	Alatri	41.72638889	13.34222222	3	Centro	Lazio	Frosinone	0	FR	28435	80,923	16	40	4	0	0	0	84	2,963	22	1	Monumenti e luoghi d'interesse	34,912	22	0	3	1	0	0	0	0	0	1	0	0	0	0	1	0	0
4003	Alba (Italia)	44.691542	8.025636	1	Nord-ovest	Piemonte	Cuneo	0	CN	31609	51,337	18	26	3	0	0	0	39	1,264	9	3	Monumenti e luoghi d'interesse|Musei|Museo Civico Archeologico e di scienze naturali Federico Eusebio	11,096	5	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0
67001	Alba Adriatica	42.83333333	13.91666667	4	Sud	Abruzzo	Teramo	0	TE	12731	34,372	9	8	2	0	0	0	23	1,440	11	1	Monumenti e luoghi d'interesse	12,919	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
95003	Albagiara	39.787203	8.8617611	5	Isole	Sardegna	Oristano	0	OR	250	3,591	8	0	1	0	0	0	4	764	3	1	Monumenti e luoghi d'interesse	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15005	Albairate	45.41666667	8.933333333	1	Nord-ovest	Lombardia	Milano	0	MI	4735	16,685	8	7	2	0	0	0	6	0	0	1	Monumenti e luoghi d'interesse	10,125	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65003	Albanella (Italia)	40.48333333	15.11666667	4	Sud	Campania	Salerno	0	SA	6411	24,829	10	14	3	0	0	0	7	0	0	1	Monumenti e luoghi d'interesse	5,885	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76003	Albano di Lucania	40.58333333	16.03333333	4	Sud	Basilicata	Potenza	0	PZ	1381	10,433	6	1	2	0	0	0	2	0	0	1	Monumenti e luoghi d'interesse	4,243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58003	Albano Laziale	41.73333333	12.66666667	3	Centro	Lazio	Roma	0	RM	40879	101,287	12	46	2	0	0	0	105	718	3	2	Monumenti e luoghi d'interesse|Musei	18,429	11	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
16003	Albano Sant'Alessandro	45.68583333	9.767777778	1	Nord-ovest	Lombardia	Bergamo	0	BG	8380	11,254	9	8	3	0	0	0	6	0	0	1	Monumenti e luoghi d'interesse	1,436	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2003	Albano Vercellese	45.43333333	8.383333333	1	Nord-ovest	Piemonte	Vercelli	0	VC	309	5,105	9	0	1	0	0	0	0	79	1	1	Monumenti e luoghi d'interesse	713	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
18002	Albaredo Arnaboldi	45.1	9.25	1	Nord-ovest	Lombardia	Pavia	0	PV	240	5,363	9	1	3	0	0	0	4	0	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
23002	Albaredo d'Adige	45.31666667	11.26666667	2	Nord-est	Veneto	Verona	0	VR	5246	17,361	9	14	4	0	0	0	22	363	2	1	Luoghi d'interesse	1,998	10	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
